# Target Sample Rate: 500 Hz
time,gFx,gFy,gFz,TgF
9.044005,-0.1060,0.1068,1.0933,1.10
9.046661,-0.0322,0.0139,1.1155,1.12
9.059279,-0.0271,0.0088,1.1179,1.12
9.062840,0.0144,-0.0305,1.1350,1.14
9.074818,0.0154,-0.0340,1.1390,1.14
9.079249,0.0232,-0.0520,1.1883,1.19
9.080470,0.0366,-0.0452,1.1961,1.20
9.090275,0.0513,-0.0349,1.1995,1.20
9.092897,0.0166,-0.0564,1.1798,1.18
9.095679,0.0037,-0.0643,1.1707,1.17
9.097138,-0.0051,-0.0706,1.1607,1.16
9.105712,-0.0132,-0.0750,1.1463,1.15
9.121535,-0.0457,-0.0850,1.0862,1.09
9.124377,-0.1407,-0.0396,0.9118,0.92
9.125535,-0.1527,-0.0310,0.8903,0.90
9.128954,-0.1605,-0.0244,0.8688,0.88
9.129584,-0.1647,-0.0195,0.8595,0.88
9.138044,-0.1710,-0.0147,0.8438,0.86
9.140953,-0.1910,-0.0020,0.7923,0.81
9.142126,-0.1967,0.0034,0.7813,0.81
9.145027,-0.2020,0.0051,0.7725,0.80
9.146072,-0.2042,0.0056,0.7698,0.80
9.162244,-0.2074,0.0051,0.7654,0.79
9.164189,-0.2033,-0.0127,0.7830,0.81
9.176942,-0.2033,-0.0181,0.7908,0.82
9.192149,-0.2343,-0.0564,0.8331,0.87
9.195381,-0.2284,-0.1219,0.8387,0.88
9.207618,-0.2304,-0.1256,0.8353,0.88
9.210560,-0.2783,-0.1309,0.7796,0.84
9.211741,-0.2893,-0.1283,0.7683,0.83
9.223084,-0.2941,-0.1165,0.7669,0.83
9.227208,-0.3560,-0.0767,0.8065,0.88
9.228251,-0.3582,-0.0760,0.8109,0.89
9.238923,-0.3674,-0.0782,0.8170,0.90
9.243690,-0.3906,-0.1197,0.8416,0.94
9.244702,-0.3870,-0.1346,0.8451,0.94
9.254768,-0.3884,-0.1463,0.8455,0.94
9.256815,-0.3928,-0.2052,0.7796,0.90
9.260328,-0.3914,-0.2162,0.7691,0.89
9.260993,-0.3823,-0.2245,0.7591,0.88
9.272391,-0.6428,-0.9328,4.4840,4.62
9.275866,-0.3064,-0.2626,0.3086,0.51
9.277231,-0.2778,-0.2533,0.3100,0.49
9.280242,-0.2612,-0.2489,0.2888,0.46
9.289028,-0.2299,-0.2362,0.2675,0.42
9.292600,-0.1676,-0.2233,0.4688,0.55
9.293604,-0.2829,-0.3501,3.5146,3.54
9.296653,-0.3389,-0.6213,3.4032,3.48
9.305438,-0.2489,-0.3323,1.6952,1.75
9.308946,-0.2416,-0.3335,1.6210,1.67
9.309956,-0.2719,-0.3740,1.8702,1.93
9.313204,-0.2409,-0.2783,1.1651,1.22
9.314319,-0.2108,-0.2094,0.6125,0.68
9.322029,-0.2150,-0.2331,0.7456,0.81
9.325409,-0.2394,-0.2221,0.9279,0.98
9.326771,-0.2477,-0.2270,1.0151,1.07
9.329437,-0.2262,-0.1932,0.8006,0.85
9.330566,-0.2179,-0.1852,0.7454,0.80
9.339037,-0.2279,-0.2060,0.9435,0.99
9.342088,-0.2382,-0.1759,0.9474,0.99
9.345800,-0.2639,-0.1810,1.0024,1.05
9.347540,-0.2617,-0.1788,0.9809,1.03
9.356062,-0.2707,-0.1820,1.0087,1.06
9.361934,-0.2822,-0.1627,0.8927,0.95
9.363971,-0.2785,-0.1652,0.8695,0.93
9.379815,-0.2807,-0.1813,0.9054,0.97
9.396198,-0.3110,-0.1852,0.9010,0.97
9.412326,-0.3110,-0.1307,0.8751,0.94
9.428046,-0.2690,-0.0796,0.9613,1.00
9.443641,-0.2384,-0.0762,1.0407,1.07
9.459516,-0.2052,-0.0787,1.0322,1.06
9.461814,-0.2091,-0.0826,1.0977,1.12
9.475108,-0.2130,-0.0828,1.1016,1.13
9.477313,-0.2103,-0.0530,1.0339,1.06
9.491093,-0.2262,-0.0513,1.0048,1.03
9.493513,-0.2839,-0.0428,1.0263,1.07
9.506932,-0.2939,-0.0376,1.0061,1.05
9.509978,-0.2795,0.0012,0.9433,0.98
9.511320,-0.2648,0.0134,0.9887,1.02
9.523304,-0.2668,0.0288,1.0403,1.07
9.526100,-0.3132,0.0254,0.5753,0.66
9.527331,-0.2990,0.0327,0.5438,0.62
9.530496,-0.3196,0.0462,0.5983,0.68
9.540002,-0.3464,0.0577,0.5822,0.68
9.542814,-0.3445,0.0276,0.6860,0.77
9.544099,-0.3193,0.0125,0.6486,0.72
9.546815,-0.3032,0.0042,0.6838,0.75
9.556385,-0.3049,0.0039,0.7256,0.79
9.558991,-0.1351,-0.0195,1.0613,1.07
9.562919,-0.1202,0.0132,1.1458,1.15
9.572786,-0.1920,0.0398,1.2184,1.23
9.575320,-0.1845,-0.0300,1.1338,1.15
9.579553,-0.1801,-0.0161,1.1822,1.20
9.589444,-0.1781,-0.0090,1.1864,1.20
9.592160,-0.2177,0.0208,1.2127,1.23
9.595947,-0.3105,0.0110,1.3210,1.36
9.597600,-0.3723,0.0061,1.2008,1.26
9.607166,-0.2726,0.0266,0.9218,0.96
9.609548,-0.2130,0.0767,0.7786,0.81
9.612488,-0.2189,0.0564,0.7627,0.80
9.613766,-0.2157,0.0533,0.7666,0.80
9.623872,-0.2177,0.0564,0.7696,0.80
9.625884,-0.1932,0.0435,0.8240,0.85
9.629400,-0.2182,0.0349,0.8988,0.93
9.629996,-0.2287,0.0330,0.9306,0.96
9.649339,-0.2279,0.0305,1.0447,1.07
9.666520,-0.1937,-0.0034,1.0300,1.05
9.683050,-0.1498,0.0115,1.0188,1.03
9.698814,-0.2201,0.0288,0.9582,0.98
9.715059,-0.1175,0.0428,0.9103,0.92
9.732989,-0.1094,0.0090,1.0894,1.09
9.748739,-0.1116,0.0181,0.9621,0.97
9.764414,-0.1173,0.0068,1.0129,1.02
9.779907,-0.0650,0.0261,1.0183,1.02
9.795380,-0.0706,0.0169,1.0065,1.01
9.797837,-0.1090,-0.0061,1.0635,1.07
9.810870,-0.1156,-0.0093,1.0574,1.06
9.813378,-0.1485,-0.0051,1.0547,1.07
9.826073,-0.1522,0.0107,1.0654,1.08
9.835188,-0.1488,0.1063,1.0354,1.05
9.842853,-0.1412,0.1373,0.9894,1.01
9.846054,-0.1278,0.1581,0.9374,0.96
9.847406,-0.1285,0.1610,0.9362,0.96
9.858686,-0.1278,0.1610,0.9452,0.97
9.862453,-0.1405,0.1187,0.9938,1.01
9.863733,-0.1437,0.1051,1.0146,1.03
9.874453,-0.1434,0.0889,1.0339,1.05
9.878713,-0.1226,0.0257,1.0175,1.03
9.880427,-0.1141,0.0183,1.0175,1.02
9.890624,-0.1053,0.0147,1.0097,1.02
9.895305,-0.0384,-0.0357,0.9161,0.92
9.896562,-0.0310,-0.0484,0.8917,0.89
9.907345,-0.0279,-0.0550,0.8851,0.89
9.911898,0.0220,-0.1449,0.7537,0.77
9.913160,0.0357,-0.1515,0.7427,0.76
9.924911,0.0430,-0.1644,0.7383,0.76
9.928104,0.0110,0.0064,0.7881,0.79
9.929156,0.0149,0.0469,0.8636,0.87
9.948275,0.0398,0.0953,1.0290,1.03
9.950019,0.2380,0.1319,1.4944,1.52
9.953245,0.2301,0.1173,1.3063,1.33
9.954281,0.1483,0.1471,1.0349,1.06
9.957310,0.1290,0.1353,1.0561,1.07
9.959096,0.0980,0.1356,0.9557,0.97
9.961290,0.0865,0.1339,0.9154,0.93
9.962501,0.0965,0.0818,1.0007,1.01
9.972888,0.1087,0.0349,1.0877,1.09
9.977512,-0.0054,0.0899,1.0097,1.01
9.978479,-0.0139,0.0967,0.9657,0.97
9.989363,-0.0134,0.0975,0.9621,0.97
9.993610,0.0127,0.0432,1.0691,1.07
9.994818,0.0352,-0.0002,1.0283,1.03
10.005606,0.0401,-0.0151,1.0024,1.00
10.009877,0.0269,0.0569,0.8091,0.81
10.011027,0.0288,0.0599,0.8404,0.84
10.021898,0.0298,0.0691,0.9071,0.91
10.026344,0.0129,0.1456,1.0332,1.04
10.027390,0.0117,0.1739,1.0481,1.06
10.030686,0.0127,0.1991,1.0530,1.07
10.038320,0.0034,0.2030,1.2188,1.24
10.043430,0.0623,0.2658,0.9447,0.98
10.044482,0.0801,0.2631,1.0102,1.05
10.046850,0.0892,0.2558,1.1143,1.15
10.054732,0.0877,0.2504,1.1622,1.19
10.059451,0.0938,0.2394,1.2401,1.27
10.060297,0.1058,0.2343,1.2032,1.23
10.063357,0.1085,0.2299,1.1790,1.21
10.072313,0.1151,0.2191,1.1243,1.15
10.075519,0.1417,0.1500,1.0596,1.08
10.076864,0.1454,0.1517,1.0210,1.04
10.079709,0.1444,0.1588,0.9144,0.94
10.088537,0.1449,0.1669,0.8179,0.85
10.092316,0.1261,0.1520,0.7798,0.80
10.093084,0.1204,0.1478,0.7625,0.79
10.095873,0.1087,0.1346,0.7278,0.75
10.097548,0.0960,0.1263,0.7019,0.72
10.106664,0.0816,0.1234,0.6909,0.71
10.109544,0.0305,0.0633,0.6491,0.65
10.112614,0.0144,0.0435,0.7048,0.71
10.114052,-0.0078,0.0300,0.7818,0.78
10.123407,-0.0169,0.0249,0.8284,0.83
10.128862,-0.0266,-0.0173,1.0747,1.08
10.129178,-0.0274,-0.0164,1.0556,1.06
10.130236,-0.0274,-0.0164,1.0534,1.05
10.149597,-0.0313,-0.0200,1.1387,1.14
10.153478,0.0445,-0.1168,1.1485,1.16
10.154698,0.0386,-0.1178,1.1443,1.15
10.157590,0.0286,-0.0972,1.0295,1.03
10.158779,0.0269,-0.0836,0.9047,0.91
10.161919,0.0269,-0.0533,0.8688,0.87
10.162808,0.0293,-0.0330,0.8477,0.85
10.170681,0.0298,-0.0239,0.8683,0.87
10.173948,0.0010,-0.0691,1.0974,1.10
10.175051,-0.0005,-0.0711,1.1162,1.12
10.177842,-0.0039,-0.0657,1.1204,1.12
10.179170,-0.0046,-0.0606,1.0735,1.08
10.187924,-0.0081,-0.0564,0.9975,1.00
10.190461,-0.0203,-0.0860,0.9218,0.93
10.194700,-0.0142,-0.1068,0.9482,0.95
10.195575,-0.0178,-0.1134,0.9462,0.95
10.204879,-0.0198,-0.1158,0.9430,0.95
10.206896,-0.0310,-0.1815,1.1387,1.15
10.210873,-0.0344,-0.2099,1.2601,1.28
10.212041,-0.0330,-0.2133,1.2560,1.27
10.221726,-0.0335,-0.2147,1.2198,1.24
10.224276,-0.0354,-0.2123,1.0945,1.12
10.227743,-0.0362,-0.2177,1.1104,1.13
10.228905,-0.0349,-0.2272,1.1211,1.14
10.239637,-0.0374,-0.2257,1.0879,1.11
10.243896,-0.0318,-0.2345,0.6279,0.67
10.244844,-0.0349,-0.2265,0.5924,0.64
10.255587,-0.0515,-0.2135,0.5924,0.63
10.259798,-0.2253,-0.1468,1.0732,1.11
10.261306,-0.2304,-0.1263,1.1412,1.17
10.271357,-0.2206,-0.1178,1.1521,1.18
10.273361,-0.1361,-0.1038,1.0974,1.11
10.276401,-0.1266,-0.1131,1.1368,1.15
10.277551,-0.1226,-0.1256,1.1883,1.20
10.287269,-0.1214,-0.1307,1.2113,1.22
10.290139,-0.1068,-0.1505,1.1886,1.20
10.293158,-0.1070,-0.1544,1.1482,1.16
10.294295,-0.1092,-0.1581,1.1336,1.15
10.304493,-0.1200,-0.1617,1.0791,1.10
10.308204,0.0230,0.0476,0.7366,0.74
10.309515,0.0308,0.0440,0.7112,0.71
10.311079,-0.0017,0.0384,0.6968,0.70
10.313298,-0.0555,0.0437,0.7075,0.71
10.325894,-0.0657,0.0459,0.7388,0.74
10.329904,-0.0232,-0.0056,1.1421,1.14
10.340882,-0.0195,-0.0083,1.1507,1.15
10.343174,-0.0259,-0.0034,1.1070,1.11
10.345945,-0.0257,-0.0037,1.1055,1.11
10.356175,-0.0171,-0.0064,1.0994,1.10
10.358413,-0.0249,0.0139,1.0122,1.01
10.362510,-0.0227,0.0239,0.9374,0.94
10.371740,-0.0154,0.0298,0.8903,0.89
10.374776,-0.0254,0.0222,0.9088,0.91
10.375949,-0.0230,0.0200,0.9201,0.92
10.378833,-0.0169,0.0139,0.9384,0.94
10.387212,-0.0129,0.0095,0.9643,0.96
10.391509,-0.0244,0.0002,1.0710,1.07
10.392733,-0.0215,-0.0017,1.0813,1.08
10.395414,-0.0166,-0.0029,1.0960,1.10
10.396584,-0.0186,-0.0017,1.1092,1.11
10.404927,-0.0205,0.0000,1.1106,1.11
10.408503,-0.0181,0.0068,1.0434,1.04
10.408933,-0.0198,0.0088,1.0214,1.02
10.412033,-0.0215,0.0122,0.9958,1.00
10.413404,-0.0230,0.0122,0.9802,0.98
10.427269,-0.0220,0.0125,0.9501,0.95
10.429429,-0.0188,0.0173,0.9504,0.95
10.442719,-0.0186,0.0161,0.9740,0.97
10.445721,-0.0188,0.0073,1.0671,1.07
10.457328,-0.0188,0.0061,1.0613,1.06
10.472415,-0.0215,0.0090,1.0048,1.01
10.474658,-0.0198,0.0176,0.9753,0.98
10.477297,-0.0198,0.0156,0.9753,0.98
10.478550,-0.0195,0.0129,0.9828,0.98
10.487872,-0.0200,0.0127,0.9899,0.99
10.490698,-0.0200,0.0088,1.0197,1.02
10.493787,-0.0195,0.0071,1.0246,1.02
10.495445,-0.0195,0.0064,1.0251,1.03
10.505008,-0.0205,0.0061,1.0244,1.02
10.508038,-0.0205,0.0093,1.0210,1.02
10.510698,-0.0208,0.0115,1.0202,1.02
10.512042,-0.0198,0.0134,1.0153,1.02
10.524414,-0.0183,0.0117,1.0075,1.01
10.526818,-0.0186,0.0142,0.9882,0.99
10.542999,-0.0186,0.0122,0.9921,0.99
10.547397,-0.0225,0.0076,1.0205,1.02
10.558035,-0.0225,0.0078,1.0212,1.02
10.561280,-0.0210,0.0120,1.0083,1.01
10.564315,-0.0200,0.0120,1.0019,1.00
10.574803,-0.0195,0.0105,0.9960,1.00
10.576922,-0.0203,0.0103,0.9936,0.99
10.579725,-0.0173,0.0095,0.9990,1.00
10.589147,-0.0191,0.0095,1.0041,1.00
10.591887,-0.0205,0.0120,1.0129,1.01
10.594005,-0.0193,0.0134,1.0158,1.02
10.596983,-0.0188,0.0105,1.0170,1.02
10.605878,-0.0203,0.0100,1.0158,1.02
10.614446,-0.0186,0.0105,1.0058,1.01
10.622983,-0.0178,0.0110,0.9973,1.00
10.631126,-0.0195,0.0132,1.0019,1.00
10.639605,-0.0191,0.0120,1.0070,1.01
10.641613,-0.0193,0.0090,1.0090,1.01
10.645402,-0.0208,0.0093,1.0107,1.01
10.646829,-0.0203,0.0110,1.0100,1.01
10.656272,-0.0193,0.0105,1.0056,1.01
10.658999,-0.0203,0.0120,1.0021,1.00
10.661901,-0.0188,0.0107,1.0002,1.00
10.663104,-0.0191,0.0127,1.0007,1.00
10.672638,-0.0210,0.0125,1.0051,1.01
10.675294,-0.0213,0.0107,1.0048,1.01
10.678357,-0.0200,0.0095,1.0065,1.01
10.679599,-0.0200,0.0107,1.0080,1.01
10.689044,-0.0198,0.0117,1.0080,1.01
10.698402,-0.0188,0.0127,1.0083,1.01
10.706459,-0.0195,0.0095,1.0058,1.01
10.710953,-0.0200,0.0107,1.0058,1.01
10.712551,-0.0208,0.0107,1.0065,1.01
10.728686,-0.0198,0.0100,1.0065,1.01
10.743765,-0.0213,0.0105,1.0056,1.01
10.758602,-0.0210,0.0095,1.0046,1.00
10.761104,-0.0210,0.0095,1.0041,1.00
10.774872,-0.0203,0.0110,1.0058,1.01
10.778754,-0.0188,0.0107,1.0065,1.01
10.789719,-0.0198,0.0110,1.0070,1.01
10.792719,-0.0203,0.0132,1.0053,1.01
10.794273,-0.0205,0.0122,1.0048,1.01
10.797154,-0.0213,0.0120,1.0039,1.00
10.805269,-0.0203,0.0117,1.0043,1.00
10.809314,-0.0183,0.0107,1.0051,1.01
10.810797,-0.0191,0.0112,1.0041,1.00
10.813539,-0.0198,0.0127,1.0065,1.01
10.821748,-0.0203,0.0112,1.0073,1.01
10.825563,-0.0213,0.0134,1.0061,1.01
10.827052,-0.0205,0.0120,1.0080,1.01
10.829762,-0.0523,0.0095,0.9103,0.91
10.837221,-0.0406,0.0076,0.7212,0.72
10.842793,0.0520,0.0181,1.0065,1.01
10.842929,-0.0858,0.0149,1.1023,1.11
10.846988,0.0237,0.0274,0.9071,0.91
10.847113,0.0012,0.0156,0.8990,0.90
10.854393,-0.0589,0.0076,1.0234,1.03
10.858741,-0.0073,-0.0051,0.9987,1.00
10.859646,-0.0127,-0.0012,1.0009,1.00
10.862874,-0.0374,0.0086,0.9909,0.99
10.873325,-0.0437,-0.0059,0.9574,0.96
10.876174,-0.0298,0.0142,0.9973,1.00
10.879470,-0.0274,0.0105,0.9748,0.98
10.894562,-0.0193,0.0054,0.9550,0.96
10.897986,-0.0198,0.0054,0.9675,0.97
10.912563,-0.0188,0.0056,0.9836,0.98
10.927328,-0.0222,0.0112,0.9943,0.99
10.929436,-0.0178,0.0100,0.9902,0.99
10.942807,-0.0183,0.0151,0.9980,1.00
10.944895,-0.0178,0.0088,1.0014,1.00
10.958140,-0.0181,0.0081,0.9919,0.99
10.961381,-0.0208,0.0105,1.0043,1.00
10.962400,-0.0203,0.0093,0.9990,1.00
10.972595,-0.0225,0.0105,1.0041,1.00
10.974831,-0.0191,0.0110,1.0058,1.01
10.977424,-0.0222,0.0110,0.9970,1.00
10.978651,-0.0237,0.0105,0.9953,1.00
10.988172,-0.0232,0.0093,0.9963,1.00
10.990799,-0.0191,0.0120,1.0070,1.01
10.993805,-0.0210,0.0127,1.0056,1.01
10.995340,-0.0203,0.0127,1.0043,1.00
11.001086,-0.0213,0.0098,1.0026,1.00
11.007343,-0.0195,0.0122,1.0065,1.01
11.010317,-0.0176,0.0112,1.0056,1.01
11.011367,-0.0181,0.0090,1.0039,1.00
11.024566,-0.0183,0.0105,1.0056,1.01
11.027637,-0.0183,0.0112,1.0024,1.00
11.044129,-0.0186,0.0100,1.0014,1.00
11.047963,-0.0210,0.0090,1.0061,1.01
11.049075,-0.0217,0.0103,1.0100,1.01
11.051895,-0.0210,0.0105,1.0095,1.01
11.052929,-0.0195,0.0110,1.0053,1.01
11.057332,-0.0203,0.0117,1.0036,1.00
11.057547,-0.0220,0.0105,1.0041,1.00
11.059901,-0.0227,0.0105,1.0061,1.01
11.061894,-0.0222,0.0100,1.0073,1.01
11.077584,-0.0227,0.0090,1.0056,1.01
11.079847,-0.0332,0.0264,1.0107,1.01
11.092898,-0.0288,0.0264,0.9909,0.99
11.108249,-0.1388,-0.0098,0.9328,0.94
11.110418,-0.2382,0.0374,0.8475,0.88
11.112909,-0.2443,0.0252,0.8487,0.88
11.123792,-0.2463,0.0183,0.8575,0.89
11.126288,-0.2507,-0.1060,0.9115,0.95
11.134349,-0.0193,-0.1371,1.9931,2.00
11.142032,-0.1275,-0.1246,0.9504,0.97
11.145769,-0.1195,-0.2871,1.0703,1.11
11.146933,-0.1483,-0.2817,0.9547,1.01
11.157580,-0.1720,-0.2231,0.8966,0.94
11.162469,-0.1659,-0.1270,1.1233,1.14
11.163199,-0.1546,-0.1053,1.1353,1.15
11.173282,-0.1402,-0.0882,1.1666,1.18
11.175357,-0.1016,-0.0569,1.2875,1.29
11.178988,-0.1043,-0.0562,1.2826,1.29
11.179778,-0.1038,-0.0520,1.2772,1.28
11.189061,-0.1043,-0.0493,1.2758,1.28
11.192082,-0.1322,-0.0210,1.0383,1.05
11.195037,-0.0999,-0.0081,0.7280,0.73
11.195987,-0.0792,-0.0054,0.5438,0.55
11.205502,-0.0467,-0.0086,0.3061,0.31
11.207488,-0.0332,-0.0139,0.2235,0.23
11.211487,-0.0858,0.0503,0.6958,0.70
11.212779,-0.0977,0.0699,0.8490,0.86
11.221928,-0.1314,0.1053,1.1563,1.17
11.224913,0.0151,-0.0247,1.1546,1.15
11.227777,0.0303,-0.0269,1.1238,1.12
11.228839,0.0425,-0.0213,1.1189,1.12
11.239546,0.0472,-0.0156,1.1956,1.20
